DISTRICT_CODE,SCHOOL_CODE,Juniors Last Year,Seniors Last Year,SCHOOL_NAME,DISTRICT_NAME,Juniors This Year,Seniors This Year,Public School Name,District Name,LEA Code,CESA,School Code,School Type,Low Grade,High Grade,Contact,Contact Title,Physical Address,Mailing Address,Mailing City,Mailing Zip,Mailing Zip + 4,Shipping Address,Physical City,County Code,County Name,Phone,Extension,Fax,Email,Website,School Category,Charter,Virtual,District NCES,School NCES,Agency Type Description
2240,20.0,26,25,Black Hawk High,Black Hawk,26,29,Black Hawk Hi,Black Hawk,2240,3,20,High School,09,12,Cory  Milz,Principal,202 E Center St  South Wayne WI  53587-9509,PO Box 303 South Wayne WI  53587-0303  ,South Wayne,53587.0,303.0,202 E Center St South Wayne WI  53587-9509  ,South Wayne,33,Lafayette,608-439-5444,112.0,6084391022.0,milcor@blackhawk.k12.wi.us,www.blackhawk.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5505730.0,605.0,Public school
476,40.0,121,131,Black River Falls High,Black River Falls,130,120,Black River Falls Hi,Black River Falls,476,4,40,High School,09,12,Thomas  Chambers,Principal,1200 Pierce St  Black River Falls WI  54615-1559,1200 Pierce St Black River Falls WI  54615-1559  ,Black River Falls,54615.0,1559.0,1200 Pierce St Black River Falls WI  54615-1559  ,Black River Falls,27,Jackson,715-284-4324,,7152847626.0,thomas.chambers@brf.org,www.brf.org,Regular,No,Primarily Classroom (Supplemental Virtual),5501260.0,175.0,Public school
485,11.0,37,31,Blair-Taylor Middle/High,Blair-Taylor,28,49,Blair-Taylor Mid/Hi,Blair-Taylor,485,4,11,High School,07,12,Dana T Eide,Principal,N31024 Elland Rd  Blair WI  54616,PO Box 107 Blair WI  54616  ,Blair,54616.0,,N31024 Elland Rd Blair WI  54616  ,Blair,61,Trempealeau,608-989-2525,,6089899161.0,eided@btsd.k12.wi.us,btsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5500016.0,2378.0,Public school
497,40.0,94,86,Bloomer High,Bloomer,92,100,Bloomer Hi,Bloomer,497,10,40,High School,09,12,Chad  Steinmetz,Principal,1310 17th Ave  Bloomer WI  54724-1573,1310 17th Ave Bloomer WI  54724-1573  ,Bloomer,54724.0,1573.0,1310 17th Ave Bloomer WI  54724-1573  ,Bloomer,9,Chippewa,715-568-5300,,7155685304.0,chad.steinmetz@bloomer.k12.wi.us,www.bloomer.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5501350.0,184.0,Public school
602,40.0,72,82,Bonduel High,Bonduel,84,72,Bonduel Hi,Bonduel,602,8,40,High School,09,12,Tim  Mayer,Principal,400 W Green Bay St  Bonduel WI  54107-9268,PO Box 310 Bonduel WI  54107  ,Bonduel,54107.0,,400 W Green Bay St Bonduel WI  54107-9268  ,Bonduel,58,Shawano,715-758-4850,851.0,7157584859.0,mayertim@bonduel.k12.wi.us,www.bonduel.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5501470.0,189.0,Public school
609,40.0,75,52,Boscobel High,Boscobel Area,60,61,Boscobel Hi,Boscobel Area,609,3,40,High School,09,12,Rodney  Lewis,Principal,300 Brindley St  Boscobel WI  53805-1798,300 Brindley St Boscobel WI  53805-1798  ,Boscobel,53805.0,1798.0,300 Brindley St Boscobel WI  53805-1798  ,Boscobel,22,Grant,608-375-4161,2314.0,6083752640.0,lewirodn@boscobel.k12.wi.us,www.boscobel.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5501500.0,193.0,Public school
623,40.0,22,20,Bowler High,Bowler,21,15,Bowler Hi,Bowler,623,8,40,High School,07,12,Kim N Ninabuck,Principal,500 S Almon St  Bowler WI  54416,500 S Almon St Bowler WI  54416  ,Bowler,54416.0,,500 S Almon St Bowler WI  54416  ,Bowler,58,Shawano,715-793-4101,6301.0,7157931302.0,kimninabuck@bowler.k12.wi.us,www.bowler.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5501560.0,200.0,Public school
637,40.0,55,61,Boyceville High,Boyceville Community,67,41,Boyceville Hi,Boyceville Community,637,11,40,High School,09,12,Tyler  Moy,Principal,1031 Tiffany St  Boyceville WI  54725,1003 Tiffany St Boyceville WI  54725  ,Boyceville,54725.0,,1031 Tiffany St Boyceville WI  54725  ,Boyceville,17,Dunn,715-643-3647,438.0,7156432209.0,tylerm@boyceville.k12.wi.us,www.boyceville.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5501590.0,202.0,Public school
658,40.0,77,77,Brillion High,Brillion,82,92,Brillion Hi,Brillion,658,7,40,High School,09,12,Peter  Kittel,Principal,W1101 County Road HR  Brillion WI  54110-1200,W1101 County Road HR Brillion WI  54110-1200  ,Brillion,54110.0,1200.0,W1101 County Road HR Brillion WI  54110-1200  ,Brillion,8,Calumet,920-756-9238,2105.0,9207569427.0,pkittel@brillionsd.org,www.brillionsd.org,Regular,No,No,5501680.0,207.0,Public school
700,40.0,96,75,Brodhead High,Brodhead,74,68,Brodhead Hi,Brodhead,700,2,40,High School,09,12,James  Matthys,Principal,2501 W 5th Ave  Brodhead WI  53520-2010,2501 W 5th Ave Brodhead WI  53520-2010  ,Brodhead,53520.0,2010.0,2501 W 5th Ave Brodhead WI  53520-2010  ,Brodhead,23,Green,608-897-2155,,6088973026.0,jmatthys@brodhead.k12.wi.us,www.brodhead.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5501740.0,212.0,Public school
721,40.0,149,131,Brown Deer Middle/High,Brown Deer,126,135,Brown Deer Mid/Hi,Brown Deer,721,1,40,High School,07,12,Tosha  Womack,Principal,8060 N 60th St  Brown Deer WI  53223-3538,8060 N 60th St Brown Deer WI  53223-3538  ,Brown Deer,53223.0,3538.0,8060 N 60th St Brown Deer WI  53223-3538  ,Brown Deer,40,Milwaukee,414-371-7006,,4143717001.0,twomack@browndeerschools.com,www.browndeerschools.com,Regular,No,Primarily Classroom (Supplemental Virtual),5501800.0,230.0,Public school
735,40.0,29,38,Bruce High,Bruce,35,33,Bruce Hi,Bruce,735,10,40,High School,09,12,Larry  Villiard,Principal,104 W Washington Ave  Bruce WI  54819-9641,104 W Washington Ave Bruce WI  54819-9641  ,Bruce,54819.0,9641.0,104 W Washington Ave Bruce WI  54819-9641  ,Bruce,54,Rusk,715-868-2585,224.0,7158682534.0,villiardlar@bruce.k12.wi.us,www.bruce.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5501830.0,235.0,Public school
777,20.0,317,268,Burlington High,Burlington Area,268,277,Burlington Hi,Burlington Area,777,2,20,High School,09,12,Eric  Burling,Principal,400 McCanna Pkwy  Burlington WI  53105-3623,400 McCanna Pkwy Burlington WI  53105-3623  ,Burlington,53105.0,3623.0,400 McCanna Pkwy Burlington WI  53105-3623  ,Burlington,51,Racine,262-763-0200,,2627630216.0,eburling@basd.k12.wi.us,burlingtonhs.basd.k12.wi.us,Regular,No,No,5501890.0,237.0,Public school
840,40.0,17,11,Butternut High,Butternut,11,19,Butternut Hi,Butternut,840,12,40,High School,06,12,Joseph  Zirngibl,Principal,312 W Wisconsin St  Butternut WI  54514,PO Box 247 Butternut WI  54514-0247  ,Butternut,54514.0,247.0,312 W Wisconsin St Butternut WI  54514  ,Butternut,2,Ashland,715-769-3434,323.0,7157693712.0,jzirngibl@lightatorch.info,www.lightatorch.info,Regular,No,Primarily Classroom (Supplemental Virtual),5501920.0,246.0,Public school
870,40.0,57,74,Cadott High,Cadott Community,75,60,Cadott Hi,Cadott Community,870,10,40,High School,09,12,Peter  Apple,Principal,426 Myrtle St  Cadott WI  54727,PO Box 310 Cadott WI  54727-0310  ,Cadott,54727.0,310.0,426 Myrtle St Cadott WI  54727  ,Cadott,9,Chippewa,715-289-3795,,7152893085.0,mcdonoughm@cadott.k12.wi.us,www.cadott.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502040.0,248.0,Public school
882,40.0,23,30,Cambria Friesland Middle/High,Cambria-Friesland,23,26,Cambria Friesland Mid/Hi,Cambria-Friesland,882,5,40,High School,06,12,Debra  Torrison,Principal Grades 6-12,410 E Edgewater St  Cambria WI  53923,410 E Edgewater St Cambria WI  53923  ,Cambria,53923.0,,410 E Edgewater St Cambria WI  53923  ,Cambria,11,Columbia,920-348-5135,157.0,9203485119.0,deb.torrison@cambria-frieslandschools.org,www.cf.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502070.0,250.0,Public school
896,40.0,63,60,Cambridge High,Cambridge,62,68,Cambridge Hi,Cambridge,896,2,40,High School,09,12,Keith  Schneider,Principal,403 Blue Jay Way  Cambridge WI  53523,403 Blue Jay Way Cambridge WI  53523  ,Cambridge,53523.0,,403 Blue Jay Way Cambridge WI  53523  ,Cambridge,13,Dane,608-423-3261,3131.0,6084239869.0,kschneider@cambridge.k12.wi.us,www.cambridge.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502100.0,255.0,Public school
903,800.0,9,4,Cameron Academy of Virtual Education,Cameron,13,8,CAVE,Cameron,903,11,800,Combined Elementary/Secondary School,K4,12,Jon  Griffith,Coordinator,High School 750 S 1st St Cameron WI  54822,PO Box 378 Cameron WI  54822-0378  ,Cameron,54822.0,378.0,High School 750 S 1st St Cameron WI  54822 ,Cameron,3,Barron,715-458-4560,5610.0,7154584236.0,jgriffth@cameron.k12.wi.us,www.cameron.k12.wi.us,Alternative,Charter,Exclusively Virtual,5502130.0,2851.0,Public school
903,40.0,58,60,Cameron High,Cameron,63,62,Cameron Hi,Cameron,903,11,40,High School,09,12,John  Meznarich,Principal,750 S 1st St  Cameron WI  54822,PO Box 378 Cameron WI  54822-0378  ,Cameron,54822.0,378.0,750 S 1st St Cameron WI  54822  ,Cameron,3,Barron,715-458-4560,,7154584236.0,jmeznarich@cameron.k12.wi.us,www.cameron.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502130.0,257.0,Public school
903,9410.0,8,4,North Star Academy,Cameron,10,4,North Star Acad,Cameron,903,11,9410,High School,09,12,Joseph  Leschisin,District Administrator,700 S 1st St  Cameron WI  54822,PO Box 378 Cameron WI  54822-0378  ,Cameron,54822.0,378.0,700 S 1st St Cameron WI  54822  ,Cameron,3,Barron,715-458-4560,,7154584822.0,jleschisin@cameron.k12.wi.us,www.cameron.k12.wi.us,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5502130.0,2500.0,Public school
910,40.0,99,99,Campbellsport High,Campbellsport,102,110,Campbellsport Hi,Campbellsport,910,6,40,High School,09,12,Todd  Hencsik,Principal,114 W Sheboygan St  Campbellsport WI  53010-2791,114 W Sheboygan St Campbellsport WI  53010-2791  ,Campbellsport,53010.0,2791.0,114 W Sheboygan St Campbellsport WI  53010-2791  ,Campbellsport,20,Fond du Lac,920-533-4811,1264.0,9205333521.0,thencsik@csd.k12.wi.us,www.csd.k12.wi.us,Regular,No,No,5502160.0,259.0,Public school
980,40.0,38,41,Cashton Middle/High,Cashton,41,30,Cashton Mid/Hi,Cashton,980,4,40,High School,06,12,Jennifer  Butzler,Principal,540 Coe St  Cashton WI  54619,PO Box 129 Cashton WI  54619  ,Cashton,54619.0,,540 Coe St Cashton WI  54619  ,Cashton,41,Monroe,608-654-5131,402.0,6086545136.0,butzler.jennifer@cashton.k12.wi.us,www.cashton.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502340.0,263.0,Public school
994,40.0,13,16,Cassville High,Cassville,16,17,Cassville Hi,Cassville,994,3,40,High School,07,12,John  Luster,Administrator/Principal,715 E Amelia St  Cassville WI  53806-9685,715 E Amelia St Cassville WI  53806-9685  ,Cassville,53806.0,9685.0,715 E Amelia St Cassville WI  53806-9685  ,Cassville,22,Grant,608-725-5116,102.0,6087252353.0,jluster@cassvillesd.k12.wi.us,www.cassvillesd.k12.wi.us,Regular,No,No,5502400.0,265.0,Public school
1029,40.0,92,88,Cedar Grove-Belgium High,Cedar Grove-Belgium Area,85,85,Cedar Grove-Belgium Hi,Cedar Grove-Belgium Area,1029,7,40,High School,09,12,Joshua  Ketterhagen,Principal,321 N 2nd St  Cedar Grove WI  53013,321 N 2nd St Cedar Grove WI  53013  ,Cedar Grove,53013.0,,321 N 2nd St Cedar Grove WI  53013  ,Cedar Grove,59,Sheboygan,920-668-8686,547.0,9206688605.0,jketterhagen@cgbrockets.com,www.cedargrovebelgium.k12.wi.us,Regular,No,No,5502430.0,267.0,Public school
1015,20.0,288,284,Cedarburg High,Cedarburg,291,268,Cedarburg Hi,Cedarburg,1015,1,20,High School,09,12,Adam  Kurth,Principal,W68N611 Evergreen Blvd  Cedarburg WI  53012-1899,W68N611 Evergreen Blvd Cedarburg WI  53012-1899  ,Cedarburg,53012.0,1899.0,W68N611 Evergreen Blvd Cedarburg WI  53012-1899  ,Cedarburg,45,Ozaukee,262-376-6201,,2623766210.0,akurth@cedarburg.k12.wi.us,www.cedarburg.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502460.0,270.0,Public school
5054,20.0,296,274,Central High,Central/Westosha UHS,266,292,Central Hi,Central/Westosha UHS,5054,2,20,High School,09,12,Lisa  Albrecht,Principal,24617 75th St  Salem WI  53168,PO Box 38 Salem WI  53168-0038  ,Salem,53168.0,38.0,24617 75th St Salem WI  53168  ,Salem,30,Kenosha,262-843-2321,309.0,2628434069.0,albrecht@westosha.k12.wi.us,www.westosha.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513290.0,1751.0,Public school
1071,400.0,59,59,Chequamegon High,Chequamegon,61,39,Chequamegon Hi,Chequamegon,1071,12,400,High School,09,12,Timothy  Kief,Principal,400 9th St N  Park Falls WI  54552-1799,400 9th St N Park Falls WI  54552-1799  ,Park Falls,54552.0,1799.0,400 9th St N Park Falls WI  54552-1799  ,Park Falls,50,Price,715-762-2474,2232.0,7157625674.0,tkief@csdk12.net,csdk12.net,Regular,No,Primarily Classroom (Supplemental Virtual),5500058.0,2763.0,Public school
1071,450.0,4,3,Class ACT Charter,Chequamegon,5,8,Class ACT Charter,Chequamegon,1071,12,450,High School,09,12,Timothy  Kief,Principal,400 9th St N  Park Falls WI  54552-1799,400 9th St N Park Falls WI  54552-1799  ,Park Falls,54552.0,1799.0,400 9th St N Park Falls WI  54552-1799  ,Park Falls,50,Price,715-762-2474,2232.0,7157625674.0,tkief@csdk12.net,csdk12.net,Vocational,Charter,Primarily Classroom (Supplemental Virtual),5500058.0,2780.0,Public school
1080,400.0,60,74,Chetek-Weyerhaeuser High,Chetek-Weyerhaeuser Area,67,55,Chetek-Weyerhaeuser Hi,Chetek-Weyerhaeuser Area,1080,11,400,High School,09,12,Larry  Zeman,Principal,1001 Knapp St  Chetek WI  54728-9107,PO Box 6 Chetek WI  54728-0006  ,Chetek,54728.0,6.0,1001 Knapp St Chetek WI  54728-9107  ,Chetek,3,Barron,715-924-3137,2010.0,7159242921.0,lazeman@cwasd.k12.wi.us,www.cwasd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5500061.0,2807.0,Public school
1080,800.0,1,6,Link2Learn Virtual Charter School,Chetek-Weyerhaeuser Area,6,5,Link2Learn Virtual Charter Sch,Chetek-Weyerhaeuser Area,1080,11,800,Combined Elementary/Secondary School,K4,12,Kim  Ruda,Coordinator,1001 Knapp St  Chetek WI  54728-9107,PO Box 6 Chetek WI  54728-0006  ,Chetek,54728.0,6.0,1001 Knapp St Chetek WI  54728-9107  ,Chetek,3,Barron,715-924-3136,2137.0,7159242376.0,twingler@cwasd.k12.wi.us,www.cwasd.k12.wi.us,Regular,Charter,Exclusively Virtual,5500061.0,2897.0,Public school
1080,9410.0,7,2,North Star Academy,Chetek-Weyerhaeuser Area,2,5,North Star Acad,Chetek-Weyerhaeuser Area,1080,11,9410,High School,09,12,Vacant,,N/A  ,   ,,,,N/A   ,,3,Barron,,,,,,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5500061.0,,Public Schools-Multidistrict Charters
1085,40.0,86,100,Chilton High,Chilton,102,97,Chilton Hi,Chilton,1085,7,40,High School,09,12,Ty  Breitlow,Principal,530 W Main St  Chilton WI  53014-1369,530 W Main St Chilton WI  53014-1369  ,Chilton,53014.0,1369.0,530 W Main St Chilton WI  53014-1369  ,Chilton,8,Calumet,920-849-2358,4303.0,9208493998.0,breitlowt@chilton.k12.wi.us,www.chilton.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502520.0,279.0,Public school
1092,60.0,390,357,Chippewa Falls High,Chippewa Falls Area Unified,371,400,Chippewa Falls Hi,Chippewa Falls Area Unified,1092,10,60,High School,09,12,Rebecca  Davis,Principal,735 Terrill St  Chippewa Falls WI  54729-1907,735 Terrill St Chippewa Falls WI  54729-1907  ,Chippewa Falls,54729.0,1907.0,735 Terrill St Chippewa Falls WI  54729-1907  ,Chippewa Falls,9,Chippewa,715-726-2406,1182.0,7157262792.0,davisrr@chipfalls.org,cfsd.chipfalls.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502550.0,282.0,Public school
1120,40.0,26,31,Clayton High,Clayton,31,31,Clayton Hi,Clayton,1120,11,40,High School,09,12,C Edward  Cerney,Principal,236 Polk Ave W  Clayton WI  54004,PO Box 130 Clayton WI  54004-0130  ,Clayton,54004.0,130.0,236 Polk Ave W Clayton WI  54004  ,Clayton,48,Polk,715-948-2163,206.0,7159482362.0,cerneye@claytonsd.k12.wi.us,www.claytonsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502580.0,290.0,Public school
1127,40.0,41,57,Clear Lake High,Clear Lake,57,40,Clear Lake Hi,Clear Lake,1127,11,40,High School,09,12,Nick  Gilles,Principal Grades 7-12,1101 3rd St SW  Clear Lake WI  54005-8511,1101 3rd St SW Clear Lake WI  54005-8511  ,Clear Lake,54005.0,8511.0,1101 3rd St SW Clear Lake WI  54005-8511  ,Clear Lake,48,Polk,715-263-2114,,7152633550.0,ngilles@clwarriors.org,www.clwarriors.org,Regular,No,Primarily Classroom (Supplemental Virtual),5502610.0,292.0,Public school
1134,60.0,96,96,Clinton High,Clinton Community,90,91,Clinton Hi,Clinton Community,1134,2,60,High School,09,12,Janae  Gile,Principal,112 Milwaukee Rd  Clinton WI  53525,PO Box 566 Clinton WI  53525-0566  ,Clinton,53525.0,566.0,112 Milwaukee Rd Clinton WI  53525  ,Clinton,53,Rock,608-676-2223,2003.0,6086762904.0,jagile@clintonwis.com,www.clinton.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502640.0,296.0,Public school
1141,40.0,134,120,Clintonville High,Clintonville,147,119,Clintonville Hi,Clintonville,1141,8,40,High School,09,12,Kelly  Zeinert,Principal,64 W Green Tree Rd  Clintonville WI  54929-1009,64 W Green Tree Rd Clintonville WI  54929-1009  ,Clintonville,54929.0,1009.0,64 W Green Tree Rd Clintonville WI  54929-1009  ,Clintonville,68,Waupaca,715-823-7215,2203.0,7158231481.0,kzeinert@clintonville.k12.wi.us,www.clintonville.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502670.0,302.0,Public school
1155,40.0,55,57,Cochrane-Fountain City High,Cochrane-Fountain City,56,59,Cochrane-Fountain City Hi,Cochrane-Fountain City,1155,4,40,High School,07,12,Steve  Stoppelmoor,Principal,S2770 State Hwy 35  Fountain City WI  54629,S2770 State Hwy 35 Fountain City WI  54629  ,Fountain City,54629.0,,S2770 State Hwy 35 Fountain City WI  54629  ,Fountain City,6,Buffalo,608-687-4391,102.0,6086876412.0,sstoppelmoor@cfc.k12.wi.us,www.cfc.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502700.0,307.0,Public school
1162,40.0,77,77,Colby High,Colby,75,67,Colby Hi,Colby,1162,10,40,High School,09,12,Marcia  Diedrich,Principal,705 N 2nd St  Colby WI  54421,PO Box 110 Colby WI  54421-0110  ,Colby,54421.0,110.0,705 N 2nd St Colby WI  54421  ,Colby,10,Clark,715-223-2338,,7152234388.0,mdiedrich@colby.k12.wi.us,www.colby.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502730.0,309.0,Public school
1169,60.0,56,46,Coleman High,Coleman,47,57,Coleman Hi,Coleman,1169,8,60,High School,09,12,Douglas P Polomis,Principal,343 Business 141 N  Coleman WI  54112,343 Business 141 N Coleman WI  54112  ,Coleman,54112.0,,343 Business 141 N Coleman WI  54112  ,Coleman,38,Marinette,920-897-2291,392.0,9208972015.0,polomis@coleman.k12.wi.us,www.coleman.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502760.0,314.0,Public school
1176,40.0,49,68,Colfax High,Colfax,74,67,Colfax Hi,Colfax,1176,11,40,High School,07,12,John  Dachel,Principal,601 University Ave  Colfax WI  54730-9773,601 University Ave Colfax WI  54730-9773  ,Colfax,54730.0,9773.0,601 University Ave Colfax WI  54730-9773  ,Colfax,17,Dunn,715-962-3155,,7159624024.0,dachel@colfax.k12.wi.us,www.colfax.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502790.0,316.0,Public school
1183,40.0,79,108,Columbus High,Columbus,98,86,Columbus Hi,Columbus,1183,5,40,High School,09,12,Jacob  Ekern,Principal,1164 Farnham St  Columbus WI  53925-1804,1164 Farnham St Columbus WI  53925-1804  ,Columbus,53925.0,1804.0,1164 Farnham St Columbus WI  53925-1804  ,Columbus,11,Columbia,920-623-5950,,9206235959.0,jekern@columbus.k12.wi.us,www.columbus.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502820.0,318.0,Public school
1204,40.0,27,23,Cornell High,Cornell,25,25,Cornell Hi,Cornell,1204,10,40,High School,09,12,Dave  Elliott,Principal,708 Bridge St  Cornell WI  54732,PO Box 517 Cornell WI  54732-0517  ,Cornell,54732.0,517.0,111 S 4th St Cornell WI  54732  ,Cornell,9,Chippewa,715-861-6947,,7152396587.0,delliott@cornell.k12.wi.us,www.cornell.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502880.0,324.0,Public school
1218,60.0,57,66,Crandon High,Crandon,72,50,Crandon Hi,Crandon,1218,8,60,High School,09,12,Andy  Space,Principal,9750 US Highway 8 W  Crandon WI  54520-8924,9750 US Highway 8 W Crandon WI  54520-8924  ,Crandon,54520.0,8924.0,9750 US Highway 8 W Crandon WI  54520-8924  ,Crandon,21,Forest,715-478-6125,,7154785570.0,spaceand@sdofcrandon.com,www.crandon.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502910.0,327.0,Public school
1232,40.0,52,50,Crivitz High,Crivitz,48,38,Crivitz Hi,Crivitz,1232,8,40,High School,09,12,Jeffrey  Baumann,Principal,400 South Ave  Crivitz WI  54114,400 South Ave Crivitz WI  54114  ,Crivitz,54114.0,,400 South Ave Crivitz WI  54114  ,Crivitz,38,Marinette,715-854-2721,309.0,7158543755.0,baumann@crivitz.k12.wi.us,www.crivitz.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5502970.0,330.0,Public school
1246,40.0,62,56,Cuba City High,Cuba City,56,65,Cuba City Hi,Cuba City,1246,3,40,High School,09,12,Ellen  Olson,Principal,101 N School St  Cuba City WI  53807-1221,101 N School St Cuba City WI  53807-1221  ,Cuba City,53807.0,1221.0,101 N School St Cuba City WI  53807-1221  ,Cuba City,22,Grant,608-744-8888,1232.0,6087442324.0,ellen.olson@cubacity.k12.wi.us,www.cubacity.us,Regular,No,Primarily Classroom (Supplemental Virtual),5503030.0,333.0,Public school
